GeoAreaName,TimePeriod,Value,GeoAreaCode
Panama,2020,3.2,591
Panama,2021,5.4,591
Panama,2022,10,591
Panama,2023,10.8,591
Paraguay,2008,0.4,600
Paraguay,2009,0.9,600
Paraguay,2010,0.8,600
Paraguay,2011,0.7,600
Paraguay,2012,0.7,600
Paraguay,2013,0.7,600
Paraguay,2014,0.7,600
Paraguay,2015,1.3,600
Paraguay,2016,1.3,600
Paraguay,2017,1.5,600
Paraguay,2018,2.28,600
Paraguay,2019,2.46,600
Paraguay,2020,0.56,600
Paraguay,2021,0.21,600
Paraguay,2022,1.09,600
Peru,2011,3.55004,604
Peru,2012,3.61261,604
Peru,2013,3.7077,604
Peru,2014,3.7845,604
Peru,2015,3.86195,604
Peru,2016,3.85807,604
Peru,2017,3.85993,604
Peru,2018,3.86024,604
Peru,2019,3.86307,604
Peru,2020,1.52192,604
Peru,2021,1.67638,604
Peru,2022,2.25857,604
Peru,2023,2.52051,604
Philippines,2008,5.70917,608
Philippines,2009,5.86957,608
Philippines,2010,6.24398,608
Philippines,2011,6.8458,608
Philippines,2012,7.70185,608
Philippines,2013,8.0851,608
Philippines,2014,8.85312,608
Philippines,2015,9.89692,608
Philippines,2016,10.4109,608
Philippines,2017,11.74267,608
Philippines,2018,12.25807,608
Philippines,2019,12.85306,608
Philippines,2020,5.10928,608
Philippines,2021,5.21305,608
Philippines,2022,6.40839,608
Philippines,2023,8.58703,608
Poland,2008,2.16993,616
Poland,2009,1.58816,616
Poland,2010,1.58953,616
Poland,2011,1.78246,616
Poland,2012,2.10103,616
Poland,2013,1.29852,616
Poland,2015,1.17461,616
Poland,2018,2.1,616
Poland,2019,2.2,616
Poland,2022,2.3,616
Portugal,2008,4.07,620
Portugal,2009,3.97,620
Portugal,2010,4.15,620
Portugal,2014,6.4632,620
Portugal,2015,6.6815,620
Portugal,2016,6.9,620
Portugal,2017,7.7,620
Portugal,2018,8,620
Portugal,2019,8.1,620
Portugal,2020,4.4,620
Portugal,2021,5.7,620
Portugal,2022,8.6,620
Portugal,2023,9.1,620
Puerto Rico,2016,3.4127,630
Puerto Rico,2017,3.42083,630
Puerto Rico,2018,2.91018,630
Puerto Rico,2019,3.4083,630
Puerto Rico,2020,2.7498,630
Qatar,2013,1.82417,634
Qatar,2014,2.06132,634
Qatar,2015,3.10925,634
Qatar,2016,3.84671,634
Qatar,2017,3.45242,634
Qatar,2018,3.16901,634
Qatar,2019,3.26748,634
Qatar,2020,1.98157,634
Qatar,2021,2.31883,634
Qatar,2022,2.85699,634
Réunion,2009,2.41,638
Réunion,2010,2.7,638
Réunion,2017,3.20152,638
Réunion,2019,3.3,638
Romania,2011,1.81973,642
Romania,2012,1.8618,642
Romania,2013,1.93643,642
Romania,2014,1.95678,642
Romania,2015,2.40154,642
Romania,2016,2.77008,642
Romania,2017,2.78694,642
Romania,2018,2.90898,642
Romania,2019,2.98068,642
Romania,2020,1.57097,642
Romania,2021,1.58301,642
Russian Federation,2011,2.55051,643
Russian Federation,2012,2.61132,643
Russian Federation,2013,2.81143,643
Russian Federation,2014,2.91686,643
Russian Federation,2015,2.94184,643
Russian Federation,2016,3.04913,643
Russian Federation,2017,2.44184,643
Russian Federation,2018,2.3982,643
Russian Federation,2019,2.54538,643
Russian Federation,2020,2.15953,643
Russian Federation,2021,2.37011,643
Russian Federation,2022,2.3903,643
Russian Federation,2023,2.51388,643
Rwanda,2014,2.35,646
Rwanda,2015,2.72,646
Rwanda,2016,3.01,646
Rwanda,2017,3.38,646
Rwanda,2018,3.44,646
Rwanda,2019,3.16,646
Rwanda,2020,0.9,646
Saint Lucia,2008,30,662
Saudi Arabia,2008,2.7,682
Saudi Arabia,2009,3.3,682
Saudi Arabia,2010,3,682
Saudi Arabia,2011,2.4,682
Saudi Arabia,2012,2.2,682
Saudi Arabia,2013,2.3,682
Saudi Arabia,2014,2.3,682
Saudi Arabia,2015,2.7,682
Saudi Arabia,2016,2.8,682
Saudi Arabia,2017,2.4,682
Saudi Arabia,2018,2.2,682
Saudi Arabia,2019,3.63088,682
Saudi Arabia,2020,1.61342,682
Saudi Arabia,2021,2.69934,682
Saudi Arabia,2022,3.45959,682
Saudi Arabia,2023,4.36355,682
Sierra Leone,2017,3.5,694
Sierra Leone,2018,4.1,694
Sierra Leone,2019,3.7,694
Sierra Leone,2020,5.6,694
Singapore,2015,2.62761,702
Slovakia,2013,2.34921,703
Slovakia,2014,2.15213,703
Slovakia,2015,2.62467,703
Slovakia,2016,2.68462,703
Slovakia,2017,2.58073,703
Slovakia,2018,2.74076,703
Slovakia,2019,2.85776,703
Slovakia,2020,1.44791,703
Slovakia,2021,1.40964,703
Slovakia,2022,2.00356,703
Viet Nam,2013,6.06,704
Viet Nam,2014,6.14,704
Viet Nam,2015,6.33,704
Viet Nam,2016,6.96,704
Viet Nam,2017,7.9,704
Viet Nam,2018,8.39,704
Viet Nam,2019,9.2,704
Viet Nam,2020,3.58,704
Viet Nam,2021,1.97,704
Slovenia,2009,4.88225,705
Slovenia,2012,4.85432,705
Slovenia,2014,4.88984,705
Slovenia,2015,4.94071,705
Slovenia,2017,5.28891,705
Slovenia,2019,5.39654,705
Slovenia,2020,3.27481,705
South Africa,2008,3.03854,710
South Africa,2009,2.89926,710
South Africa,2010,2.92729,710
South Africa,2011,2.77565,710
South Africa,2012,2.87353,710
South Africa,2013,3.2893,710
South Africa,2014,3.36423,710
South Africa,2015,2.87584,710
South Africa,2016,2.93515,710
South Africa,2017,2.60656,710
South Africa,2018,2.75935,710
South Africa,2019,3.69756,710
South Africa,2020,2.11257,710
South Africa,2021,2.2564,710
South Africa,2022,3.54019,710
Spain,2016,6.5,724
Spain,2017,6.6,724
Spain,2018,6.7,724
Spain,2019,6.8,724
Spain,2020,5.0574,724
Spain,2021,5.50139,724
Eswatini,2008,1.36487,748
Eswatini,2009,1.54996,748
Eswatini,2010,1.45438,748
Eswatini,2011,1.19562,748
Eswatini,2012,1.07246,748
Eswatini,2013,0.95517,748
Eswatini,2014,0.94373,748
Eswatini,2015,1.09478,748
Eswatini,2016,0.90679,748
Eswatini,2017,1.25407,748
Eswatini,2018,1.18346,748
Eswatini,2019,1.18396,748
Eswatini,2020,0.73489,748
Eswatini,2021,0.69022,748
Sweden,2008,2.65229,752
Sweden,2009,2.77614,752
Sweden,2010,2.54512,752
Sweden,2011,2.61123,752
Sweden,2012,2.74303,752
Sweden,2013,2.67147,752
Sweden,2014,2.62691,752
Sweden,2015,2.64972,752
Sweden,2016,2.73745,752
Sweden,2017,2.60058,752
Sweden,2018,2.59829,752
Sweden,2019,2.43984,752
Sweden,2020,1.69136,752
Sweden,2021,1.93008,752
Switzerland,2008,2.38091,756
Switzerland,2009,2.37024,756
Switzerland,2010,2.34961,756
Switzerland,2011,2.27227,756
Switzerland,2012,2.27447,756
Switzerland,2013,2.30381,756
Switzerland,2014,2.3002,756
Switzerland,2015,2.27615,756
Switzerland,2016,2.30333,756
Switzerland,2017,2.35504,756
Switzerland,2018,2.37101,756
Switzerland,2019,2.38753,756
Switzerland,2020,1.54353,756
Switzerland,2021,1.62282,756
Switzerland,2022,1.93911,756
Switzerland,2023,2.14255,756
Tajikistan,2017,4.65583,762
Tajikistan,2018,3.77435,762
Tajikistan,2019,4.3023,762
Tajikistan,2020,2.3837,762
Tajikistan,2021,3.37083,762
Tajikistan,2022,3.37083,762
Thailand,2010,3.56339,764
Thailand,2011,4.19875,764
Thailand,2012,4.72683,764
Thailand,2013,5.33611,764
Thailand,2014,5.16223,764
Thailand,2015,6.19736,764
Thailand,2016,6.89754,764
Thailand,2017,7.41838,764
Thailand,2018,7.40249,764
Thailand,2019,7.37181,764
Thailand,2020,2.24962,764
Thailand,2021,0.8405,764
Thailand,2022,2.77826,764
United Arab Emirates,2019,6.1,784
United Arab Emirates,2020,3.9,784
United Arab Emirates,2021,6.2,784
Tunisia,2018,4.13982,788
Tunisia,2019,4.49446,788
Tunisia,2020,1.69938,788
Tunisia,2021,1.94018,788
Tunisia,2022,3.10558,788
Tunisia,2023,4.88767,788
Türkiye,2019,4.6,792
Türkiye,2020,2.7,792
Türkiye,2021,3.4,792
Türkiye,2022,4.4,792
Uganda,2016,3.7,800
Uganda,2019,3.64006,800
Uganda,2022,2.52887,800
North Macedonia,2019,2.35897,807
Egypt,2009,5.6,818
Egypt,2010,6.3,818
Egypt,2012,4.8,818
Egypt,2013,3.9,818
Egypt,2014,4.3,818
Egypt,2015,3.3,818
Egypt,2016,2.47,818
Egypt,2017,1.63,818
Egypt,2018,1.62,818
Egypt,2019,2.32,818
Egypt,2020,2.04,818
United Kingdom of Great Britain and Northern Ireland,2008,3.41659,826
United Kingdom of Great Britain and Northern Ireland,2009,3.46846,826
United Kingdom of Great Britain and Northern Ireland,2010,3.38348,826
United Kingdom of Great Britain and Northern Ireland,2011,3.61444,826
United Kingdom of Great Britain and Northern Ireland,2012,3.72259,826
United Kingdom of Great Britain and Northern Ireland,2013,3.6836,826
United Kingdom of Great Britain and Northern Ireland,2014,3.60953,826
United Kingdom of Great Britain and Northern Ireland,2015,3.93745,826
United Kingdom of Great Britain and Northern Ireland,2016,3.44672,826
United Kingdom of Great Britain and Northern Ireland,2017,3.42372,826
United Kingdom of Great Britain and Northern Ireland,2018,3.23815,826
United Kingdom of Great Britain and Northern Ireland,2019,3.64935,826
United Kingdom of Great Britain and Northern Ireland,2020,1.766,826
United States of America,2008,2.71192,840
United States of America,2009,2.59589,840
United States of America,2010,2.62993,840
United States of America,2011,2.71303,840
United States of America,2012,2.72392,840
United States of America,2013,2.81766,840
United States of America,2014,2.78754,840
United States of America,2015,2.88548,840
United States of America,2016,2.88621,840
United States of America,2017,2.9547,840
United States of America,2018,2.9604,840
United States of America,2019,3.01889,840
United States of America,2020,2.1474,840
United States of America,2021,2.76457,840
United States of America,2022,2.96775,840
United States Virgin Islands,2008,22.7,850
United States Virgin Islands,2009,21.1,850
United States Virgin Islands,2010,20.6,850
United States Virgin Islands,2011,22.2,850
United States Virgin Islands,2012,26.7,850
United States Virgin Islands,2013,29.2,850
United States Virgin Islands,2014,30.8,850
United States Virgin Islands,2015,31.5,850
United States Virgin Islands,2016,30.9,850
United States Virgin Islands,2017,25.3,850
United States Virgin Islands,2018,20.9,850
United States Virgin Islands,2019,25.1,850
Uruguay,2008,6.18243,858
Uruguay,2009,6.156,858
Uruguay,2010,6.69586,858
Uruguay,2011,7.97484,858
Uruguay,2012,7.29637,858
Uruguay,2013,6.89926,858
Uruguay,2014,7.3294,858
Uruguay,2015,7.15919,858
Uruguay,2016,7.95896,858
Uruguay,2017,9.36614,858
Uruguay,2018,8.82237,858
Uruguay,2019,7.59515,858
Uruguay,2022,5.68173,858
Uruguay,2023,8.89594,858
Samoa,2008,2.10536,882
Samoa,2009,5.93516,882
Samoa,2010,5.94588,882
Samoa,2011,5.00594,882
Samoa,2012,4.12531,882
Samoa,2013,4.71747,882
Samoa,2014,4.45779,882
Samoa,2015,5.19432,882
Samoa,2016,5.21456,882
Samoa,2017,5.36671,882
Samoa,2018,4.99849,882
Samoa,2019,4.80039,882
Samoa,2020,5.10718,882
Samoa,2021,5.45139,882
Samoa,2022,4.40606,882
Samoa,2023,3.69091,882
