city,name,review_count,rating,category,longitude,latitude
London,St Dunstan in the East Church Garden,4484,4.7,Garden,-0.0824375,51.5096875
London,Queen Mary's Rose Gardens,3830,4.8,Garden,-0.1523125,51.5275625
London,Queens Walk,15,4.4,Tourist attraction,-0.1191875,51.5040625
London,Borough Market,68953,4.6,Fresh food market,-0.0909375,51.5054375
London,Wembley Stadium,46017,4.6,Stadium,-0.2795625,51.5560625
London,The Wallace Collection,5577,4.7,Art museum,-0.1530625,51.5173125
London,London dragon,,,Tourist attraction,-0.0976875,51.5228125
London,City Cruises London Tower Pier,477,4.3,Tourist attraction,-0.0788125,51.5073125
London,Queen Elizabeth Olympic Park,27201,4.5,Park,-0.0159375,51.5441875
London,Leicester Square,16135,4.5,Cultural center,-0.1300625,51.5103125
London,Victoria Tower Gardens South,3371,4.6,Park,-0.1248125,51.4970625
London,Jurassic World: The Exhibiton London,351,4.6,Tourist attraction,0.0199375,51.5083125
London,Churchill War Rooms,10408,4.6,Historical place museum,-0.1293125,51.5021875
London,Leadenhall Market,12510,4.4,Market,-0.0835625,51.5128125
London,Traitors' Gate,188,4.5,Tourist attraction,-0.0769375,51.5074375
London,Westminster Abbey,35604,4.6,Church,-0.1273125,51.4993125
London,National Maritime Museum,10365,4.6,Museum,-0.0051875,51.4810625
London,Jewel Tower,455,4,Historical place museum,-0.1260625,51.4985625
London,London Canal Museum,159,4.4,History museum,-0.1200625,51.5341875
London,Victoria Park,14678,4.7,Park,-0.0389375,51.5365625
London,Hampstead Heath,17844,4.7,Park,-0.1629375,51.5608125
London,London Museum of Water & Steam,715,4.6,Museum,-0.2895625,51.4888125
London,The London Peace Pagoda,753,4.7,Pagoda,-0.1590625,51.4820625
London,River Thames London,28,4.6,Tourist attraction,-0.1191875,51.5071875
London,The Sherlock Holmes Museum,14767,4.3,Museum,-0.1585625,51.5238125
London,Chelsea FC Museum,1467,4.7,Heritage museum,-0.1915625,51.4826875
London,The Design Museum,8886,4.4,Museum,-0.2001875,51.4999375
London,Marble Arch,16307,4.4,Historical landmark,-0.1589375,51.5130625
London,Piccadilly Lights,399,4.6,Historical landmark,-0.1345625,51.5101875
London,The Queen's Walk,4,5,Tourist attraction,-0.0879375,51.5066875
London,The Postal Museum,3465,4.5,Museum,-0.1139375,51.5248125
London,Greenwich Market,19547,4.5,Market,-0.0090625,51.4815625
London,Royal Albert Hall,30175,4.8,Concert hall,-0.1773125,51.5009375
London,Barbican Conservatory,522,4.6,Garden,-0.0931875,51.5200625
London,Soho Square Gardens,5456,4.3,Park,-0.1320625,51.5153125
London,Duck Island Cottage,171,4.6,Historical landmark,-0.1300625,51.5030625
London,Temple Church,1999,4.6,Church,-0.1103125,51.5133125
London,Royal Botanic Gardens Kew,38711,4.7,Botanical garden,-0.2955625,51.4786875
London,Thames River Sightseeing,302,4.5,Tourist attraction,-0.1231875,51.5020625
London,Russell Square,8039,4.4,Park,-0.1259375,51.5216875
London,Statue of Queen Victoria,7,3.7,Tourist attraction,-0.1044375,51.5111875
London,Harry Potter Studio Tour,442,4.8,Tourist attraction,-0.4181875,51.6910625
London,Tate Modern,62694,4.5,Art gallery,-0.0993125,51.5075625
London,The London eye,,,Tourist attraction,-0.1195625,51.5033125
London,Tower Hill Memorial,318,4.6,War memorial,-0.0775625,51.5095625
London,Royal Armouries: White Tower,278,4.5,National museum,-0.0735625,51.5086875
London,Hidden London TFL Down Street Churchill's Secret Station,32,4.7,Heritage museum,-0.1478125,51.5045625
London,Immersive Gamebox - London Southbank,1172,4.9,Tourist attraction,-0.1034375,51.5041875
London,Walthamstow Wetlands London Wildlife Trust,2119,4.5,Nature preserve,-0.0541875,51.5854375
London,Day and Light statue,2,4.5,Tourist attraction,-0.0824375,51.5060625
London,Shaftesbury Memorial Fountain,666,4.5,Historical landmark,-0.1344375,51.5099375
London,Shakespeare's Globe,17377,4.6,Performing arts theater,-0.0971875,51.5080625
London,Statue Of The Duke Of Wellington,73,4.4,Monument,-0.1514375,51.5029375
London,London Oratory,1029,4.7,Catholic church,-0.1699375,51.4965625
London,Croisire sur la tamise,,,Tourist attraction,-0.1356875,51.4974375
London,Guildhall Art Gallery,1008,4.6,Art gallery,-0.0914375,51.5155625
London,Huntfun Covent Garden,13,4.9,Tourist attraction,-0.1230625,51.5115625
London,London Mithraeum,2005,4.5,Historical place museum,-0.0904375,51.5123125
London,Royal Opera House,6978,4.8,Opera house,-0.1221875,51.5129375
London,Jubilee Park & Garden,1331,4.5,Park,-0.1181875,51.5040625
London,Smallest House of London,5,4.6,Tourist attraction,-0.1638125,51.5129375
London,Thorpe Park Resort,27228,4.3,Tourist attraction,-0.5124375,51.4050625
London,Australian War Memorial London,106,4.5,Monument,-0.1515625,51.5021875
London,Ganton Street Lights,4,4.5,Tourist attraction,-0.1391875,51.5129375
London,The British Library,2035,4.5,Library,-0.1276875,51.5299375
London,Prime Meridian,4123,4.5,Historical landmark,-0.0014375,51.4779375
London,Freud Museum London,1122,4.6,Museum,-0.1773125,51.5483125
London,Chessington World of Adventures Resort,23575,4.1,Theme park,-0.3191875,51.3471875
London,Curious clock,1,5,Tourist attraction,-0.1060625,51.5133125
London,William Wallace Memorial,157,4.5,Historical landmark,-0.1003125,51.5181875
London,London Zoo,2,4.5,Tourist attraction,-0.1534375,51.5353125
London,Westminster and Royal London Walking Tour,,,Tourist attraction,-0.1281875,51.5073125
London,Queen's Tower,65,4.4,Historical landmark,-0.1768125,51.4983125
London,Primrose Hill,11471,4.7,Park,-0.1606875,51.5395625
London,Mural,,,Tourist attraction,-0.0718125,51.5305625
Macau,Venetian Macao Casino,1462,4.4,Casino,113.560313,22.1493125
London,Architecture Of Life Walking Tour,7,5,Tourist attraction,-0.1190625,51.5036875
London,Historic Royal Palaces,65,4.7,Historical place museum,-0.0760625,51.5080625
London,Queen Caroline's Temple,51,4.1,Monument,-0.1760625,51.5063125
London,Southwark Park,3998,4.5,Park,-0.0538125,51.4934375
London,William Morris Gallery,1277,4.6,Museum,-0.0203125,51.5913125
London,Villiers street,3,5,Tourist attraction,-0.1235625,51.5080625
Macau,Macau Tower Convention and Entertainment Center,6219,4.3,Tourist attraction,113.537813,22.1799375
Macau,Ruins of St Paul's,18316,4.3,Ruin,113.540813,22.1976875
Macau,Senado Square,11039,4.2,Plaza,113.539813,22.1935625
Macau,Monte Fort,862,4.3,Historical landmark,113.542188,22.1970625
Macau,Macau Fisherman's Wharf,4222,4,Tourist attraction,113.556313,22.1926875
Macau,A-Ma Temple,836,4.2,Place of worship,113.53125,22.18625
Macau,Macao Giant Panda Pavilion,934,4.4,Zoo,113.558938,22.1266875
Macau,Macao Museum,437,4.3,Museum,113.542188,22.1971875
Macau,Walls of Macau,55,4.3,Tourist attraction,,
Macau,Guia Lighthouse,589,4.4,Tourist attraction,113.549688,22.1964375
Macau,Lou Kau Mansion,493,4,Tourist attraction,113.541188,22.1941875
Macau,St Augustine's Square,78,4.3,Tourist attraction,,
Macau,The Venetian Macao,21938,4.5,,113.559813,22.1470625
Macau,Parisian Macao Eiffel Tower,447,4.5,Tourist attraction,,
Macau,Camoes Garden,340,4.1,Park,113.539438,22.1998125
Macau,The Cotai Strip,50,4.4,Tourist attraction,113.563688,22.1456875
Macau,Maritime Museum,145,4.2,Museum,113.530562,22.1859375
Macau,Lou Lim Ioc Garden,535,4.3,Park,113.547563,22.2005625
Macau,Grand Prix Museum,265,3.6,Museum,113.552938,22.1949375
Macau,Pou Chai Temple Kun Iam Tong,168,4.3,Buddhist temple,,
Macau,Sai Van Lake Square,20,4,Tourist attraction,113.537813,22.1809375
Macau,Macau Science Center,952,4.3,Science museum,,
Macau,Flora Garden,420,4.1,Park,113.551438,22.2003125
Macau,Na Tcha Temple,95,4.1,Taoist temple,,
Macau,Macau Museum of Art,215,4.3,Art museum,113.554563,22.1886875
Macau,Taipa Houses,1605,4.2,Museum,113.559937,22.1539375
Macau,Dr Sun Yat Sen Memorial House in Macau,157,4.3,History museum,113.548938,22.1999375
Macau,ZIPCITY Macau,1,4,Tourist attraction,113.573438,22.1424375
Macau,Vila da Taipa,145,4.2,Tourist attraction,113.555938,22.1513125
Macau,Lotus Square,157,3.8,Park,,
Macau,Dra Laurinda M Esparteiro Garden,61,4.1,Park,,
Macau,A-Ma Cultural Village,221,4.3,Taoist temple,113.563313,22.1226875
Macau,Dr Sun Yat Sen Municipal Park,283,4,Park,,
Macau,S Francisco Garden,155,4.1,Park,113.544688,22.1924375
Macau,Mandarin's House,720,4.3,Heritage building,113.534938,22.1886875
Macau,Lin Kai Temple,20,4.2,Buddhist temple,113.542688,22.2018125
Macau,Lin Ze Xu Museum,39,4.1,Museum,113.547313,22.2095625
Macau,Av View of Lake Nam Van,137,4.3,Tourist attraction,113.538813,22.1894375
Macau,Casa Garden,46,4.1,Historical landmark,113.539813,22.2003125
Macau,Garden of the Arts,11,3.7,Tourist attraction,,
Macau,Parque Infantil do Chunambeiro,130,4.1,Park,113.537188,22.1868125
Macau,Mong-H Fort,33,3.7,Historical landmark,,
Macau,Legend Heroes Park - ,10,4.5,Tourist attraction,113.561438,22.1411875
Macau,Taipa Grande Viewing Platform,59,4.5,Park,,
Macau,Wynn Macau Fountain,46,4.5,Tourist attraction,,
Macau,Guan Yin Statue,25,4.4,Museum,113.552188,22.1858125
Macau,Sam Kai Vui Kun,47,3.9,Place of worship,113.539438,22.1940625
Macau,St Lawrences Church,448,4.3,Catholic church,113.536813,22.1905625
Macau,Garden of Flower City,226,3.9,Park,,
Macau,Historical Museum of Coloane and Taipa,232,3.9,History museum,113.555688,22.1524375
Macau,Macao Cultural Centre,102,4.3,Cultural center,113.555188,22.1890625
Macau,Cathedral of the Nativity of Our Lady Macau,300,4.4,Catholic cathedral,113.541438,22.1935625
Macau,Macau Guia Circuit - Old Race Control Tower,,,Tourist attraction,,
Macau,Victoria Garden,19,3.8,Park,,
Macau,Lin Fung Temple,96,4,Buddhist temple,,
Macau,Tap Seac Square,473,4.1,Park,113.547063,22.1980625
Macau,Kun Iam Ecumenical Center,382,4.2,Museum,113.552063,22.1858125
Macau,D Pedro V Theatre,262,4.2,Opera house,113.538063,22.1919375
Macau,Four Faced Buddha,22,4.3,Buddhist temple,,
Macau,Handover Gifts Museum of Macao,64,4.2,Museum,113.554063,22.1899375
Macau,Macau Islamic Mosque & Cemetery,85,4.6,Mosque,113.554563,22.2029375
Macau,Montanha Russa Garden,58,4.1,Park,,
Paris,Chinatown - Neighborhood - Paris,378,4.1,Tourist attraction,2.3621875,48.8236875
Macau,Dr Carlos d'Assumpo Park,165,4,Park,,
Macau,Hong Kung Night Market,253,3.8,Night market,113.537188,22.1960625
Macau,Macau Guia Circuit - Paiol,,,Tourist attraction,,
Macau,Feira Do Carmo,14,3.6,Tourist attraction,,
Macau,Taipa Food Street,46,4.2,Tourist attraction,113.557188,22.1531875
Macau,Casino Lisboa,330,3.9,Casino,113.544063,22.1896875
Macau,Macau Guia Circuit - Teddy Yip,,,Tourist attraction,,
Macau,Cathedral Square Macau,29,4.4,Park,113.541063,22.1938125
Macau,Macau Guia Circuit - San Francisco Hill,,,Tourist attraction,113.544938,22.1905625
Macau,Macau Guia Circuit - Moorish,,,Tourist attraction,113.554313,22.2030625
Macau,Macau Guia Circuit - Solitude Esses,,,Tourist attraction,,
Macau,Complex A of Guia Hill Military Tunnels,21,3.8,Army museum,113.549938,22.1969375
Macau,Comendador Ho Yin Garden,65,4.1,Park,,
Macau,teamLab SuperNature Macao,2,4.5,Tourist attraction,113.558438,22.1488125
Macau,Chapel of Our Lady of Guia,49,4.2,Catholic church,,
Macau,Hc S Reservoir Barbecue Park,133,4.2,Park,113.571188,22.1241875
Macau,Jorge lvares Monument,24,3.9,Historical landmark,113.540313,22.1916875
Macau,St Anthony's Church Macau,279,4.2,Catholic church,113.539438,22.1989375
Macau,Zhuxian Cave,9,4.3,Tourist attraction,113.514063,22.2030625
Macau,Guia Municipal Park,459,4.2,Park,113.552688,22.1989375
Macau,The Patane Night Watch House,16,4,Museum,113.539563,22.2019375
Macau,Macau Guia Circuit - Police,,,Tourist attraction,,
Macau,Capela de So Miguel Arcanjo,19,4.3,Catholic church,,
Macau,Communications Museum,45,4.3,Museum,113.554938,22.2033125
Macau,Macau Guia Circuit - Maternity Bend,,,Tourist attraction,,
Macau,Cheoc Van Beach,48,4.3,Swimming pool,,
Macau,Chapel of Our Lady of Penha,481,4.5,Catholic church,113.535188,22.1868125
Macau,Miradouro da Taipa Pequena,8,4.9,Tourist attraction,,
Macau,Golden Reel,156,4.3,Amusement park ride,113.561313,22.1410625
Macau,Jardim de Vasco da Gama,57,4.1,Park,113.546563,22.1961875
Macau,Holy House of Mercy,89,4.2,Association or organization,113.540188,22.1936875
Macau,Our Lady of Ftima Church Macau,27,4.6,Catholic church,113.545063,22.2120625
Macau,St Joseph's Seminary and Church,142,4.2,Catholic church,113.537313,22.1914375
Macau,Senado Square,45,4.3,Tourist attraction,113.539813,22.1935625
Macau,Macau Guia Circuit - Melco Hairpin,,,Tourist attraction,,
Macau,Morrison Chapel,25,4.2,Anglican church,113.539813,22.1995625
Macau,Alto De Coloane Park,25,4.5,Park,,
Macau,Taipa Grande Natural Park,125,4.2,Park,113.570438,22.1589375
Macau,Vista al Mar Macao,,,Tourist attraction,,
Macau,Tak Seng On Pawnshop Museum,62,4.1,Museum,113.538188,22.1949375
Macau,St Lazarus' Church,165,4.3,Catholic church,113.545438,22.1974375
Macau,Albergue Scm,51,4.3,Art center,113.544438,22.1974375
Macau,Seac Pai Van Park,36,4.5,Animal park,113.557813,22.1263125
Macau,Areia Preta Urban Park,97,3.9,Park,113.555938,22.2093125
Macau,Mong Ha Hill Municipal Park,74,4.2,Park,113.548063,22.2075625
Macau,Oceanus casino,459,3.5,Casino,,
Macau,Center for Creative Industries,,,Art museum,,
Macau,Dancing fountains,6,4.5,Tourist attraction,113.569687,22.1475625
Macau,Fire Services Museum,144,4.2,Museum,113.543563,22.2000625
Macau,Moorish Barracks,60,3.7,Government office,113.532563,22.1874375
Macau,Grass sliding ground at the Taipa Grande Natural Park,44,3.9,Park,,
Macau,SANDBOX VR - MESUF,63,5,Escape room center,113.569063,22.1521875
Macau,Chapel of St Francis Xavier,440,4.2,Catholic church,113.551438,22.1169375
Macau,Old Protestant Cemetery in Macau,17,4.1,Cemetery,,
Macau,Tam Kung Temple,68,3.8,Buddhist temple,,
Macau,Monte Fort Corridor,20,4.3,Scenic spot,113.543438,22.1968125
Macau,Macau Tea Culture Museum,25,3.6,Museum,113.547813,22.1996875
Macau,Passion Lane,24,3.8,Tourist attraction,113.540438,22.1971875
Macau,Pou Tai Un Temple,27,4.1,Buddhist temple,,
Macau,General Ye Ting's Former Residence,32,3.8,Historical landmark,113.546438,22.2008125
Macau,St Augustine's Church,93,4.1,Catholic church,113.538438,22.1921875
Macau,Tap Seac Gallery,22,3.9,Art gallery,113.547188,22.1989375
Macau,The Sculpture Park of the Chinese Ethnics,5,3.8,Park,,
Macau,Barra Fort,6,3.8,Fortress,113.530688,22.1826875
Macau,Garden of the Surrounding of Monte Fort,450,4.2,Park,113.542063,22.1968125
Macau,Chapel of St Francis Xavier,17,4.2,Catholic church,113.548813,22.2043125
Macau,Taipa,127,4.3,Island,,
Macau,Kampek Paradise Casino,40,3.4,Casino,113.545688,22.1896875
Macau,Tou Tei Temple in Sam Pa Mun,3,4,Place of worship,113.540688,22.1993125
Macau,Macao Diocese,17,4.5,Catholic church,113.541563,22.1935625
Singapore,Singapore Flyer,16201,4.6,Tourist attraction,103.863188,1.2893125
Singapore,Singapore Zoo,36762,4.6,Zoo,103.793063,1.4043125
Singapore,Cloud Forest,17861,4.7,Tourist attraction,103.866063,1.2838125
Singapore,Fort Canning Park,7065,4.5,Park,103.846688,1.2938125
Singapore,Gardens by the Bay,113772,4.7,Garden,103.863563,1.2815625
Singapore,SkyPark Observation Deck,7180,4.6,Observation deck,103.861063,1.2854375
Singapore,Universal Studios Singapore,81594,4.6,Theme park,103.823813,1.2540625
Singapore,River Wonders,8424,4.4,Wildlife park,103.790688,1.4038125
Singapore,Singapore Botanic Gardens,35594,4.7,Botanical garden,103.815938,1.3138125
Singapore,Singapore Cable Car,808,4.6,Tourist attraction,103.819563,1.2711875
Singapore,Merlion,28639,4.6,Fountain,103.854563,1.2868125
Singapore,Skyline Luge Singapore,5980,4.6,Tourist attraction,103.817313,1.2549375
Singapore,Night Safari,24997,4.2,Wildlife and safari park,103.788063,1.4021875
Singapore,Singapore River Cruise,706,4.4,Tourist attraction,103.846063,1.2905625
Singapore,iFly Singapore,1307,4.3,Tourist attraction,103.817563,1.2520625
Singapore,Clarke Quay,36382,4.5,Shopping mall,103.846438,1.2905625
Singapore,Jewel Changi Airport,39310,4.7,Shopping mall,103.989813,1.3601875
Singapore,Singapore DUCKtours,402,4.4,Tourist attraction,103.857063,1.2940625
Singapore,Jurong Bird Park,19637,4.5,Wildlife park,103.706437,1.3186875
Singapore,Snow City Singapore,1591,3.5,Indoor snowcenter,103.735188,1.3351875
Singapore,Madame Tussauds Singapore,8361,4.4,Tourist attraction,103.817563,1.2540625
Singapore,Adventure Cove Waterpark,4075,4.3,Water park,103.817938,1.2576875
Singapore,Marine Life Park,539,4.5,Amusement park,103.817938,1.2584375
Singapore,Supertree Grove,33370,4.7,Garden,103.863938,1.2819375
Singapore,Flower Dome,15704,4.7,Tourist attraction,103.864688,1.2846875
Singapore,Fort Siloso,1518,4.5,Museum,103.808563,1.2591875
Singapore,Esplanade - Theatres on the Bay Singapore,16697,4.6,Performing arts theater,103.855813,1.2898125
Singapore,Haw Par Villa,4779,4.2,Theme park,103.781937,1.2831875
Singapore,Boat Quay,3110,4.5,Tourist attraction,103.850188,1.2859375
Singapore,OCBC Skyway,2694,4.6,Tourist attraction,103.864188,1.2823125
Singapore,SEA Aquarium,22141,4.6,Aquarium,103.820563,1.2583125
Singapore,Singapore Discovery Centre,2735,4.5,Tourist attraction,103.678937,1.3326875
Singapore,ArtScience Museum,11004,4.5,Museum,103.859313,1.2863125
Singapore,National Museum of Singapore,10889,4.6,National museum,103.848563,1.2965625
Singapore,Wings Of Time,14043,4.6,Tourist attraction,103.817313,1.2509375
Singapore,Mega Adventure - Singapore,1525,4.4,Adventure sports,103.812313,1.2559375
Singapore,Sentosa 4D AdventureLand,1184,4.1,Theme park,103.816563,1.2554375
Singapore,Trickeye @ Southside,2617,4.1,Museum,103.811563,1.2580625
Singapore,Merlion Park,53351,4.6,Tourist attraction,103.854438,1.2866875
Singapore,Spectra - A Light & Water Show,1929,4.6,Tourist attraction,103.858313,1.2844375
Singapore,AIRZONE,524,4.4,Tourist attraction,103.856938,1.3114375
Singapore,Museum of Ice Cream Singapore,2435,4.7,Tourist attraction,103.812437,1.3026875
Singapore,Sungei Buloh Wetland Reserve,3645,4.6,Nature preserve,103.724562,1.4479375
Singapore,Dolphin Island,24,3.8,Tourist attraction,103.818562,1.2588125
Singapore,SkyHelix Sentosa,314,4.5,Tourist attraction,103.817563,1.2549375
Singapore,Butterfly Garden,6927,4.5,Garden,103.986313,1.3575625
Singapore,Helix Bridge,3805,4.7,Bridge,103.860563,1.2876875
Singapore,Marina Bay Sands Singapore,11873,4.6,,103.859063,1.2838125
Singapore,Raffles' Landing Site,182,4.3,Tourist attraction,103.850813,1.2876875
Paris,Champs lyses,1,5,Tourist attraction,2.3078125,48.8661875
Singapore,Cactus Garden,246,4.4,Garden,103.989063,1.3630625
Singapore,National Gallery Singapore,11377,4.6,Art museum,103.851563,1.2901875
Singapore,Garden Rhapsody,254,4.8,Tourist attraction,103.864188,1.2819375
Singapore,Marina Bay Waterfront Promenade,228,4.8,Tourist attraction,103.856188,1.2804375
Singapore,National Parks Board,5753,4.7,Garden,103.816188,1.3156875
Singapore,Flight Experience Singapore - Boeing 737 Simulator,174,4.6,Tourist attraction,103.862938,1.2893125
Singapore,Science Centre Singapore,6605,4.4,Science museum,103.735688,1.3331875
Singapore,East Coast Park,25400,4.6,Park,103.912187,1.3008125
Singapore,Lee Kong Chian Natural History Museum Singapore,1500,4.6,Natural history museum,103.773438,1.3014375
Singapore,Asian Civilisations Museum,4153,4.5,Heritage museum,103.851438,1.2874375
Singapore,NERF Action Xperience,302,3.3,Tourist attraction,103.857688,1.2914375
Singapore,Supertree Observatory,53,4.8,Observation deck,103.863938,1.2820625
Singapore,ION Sky,1114,4.4,Observation deck,103.831813,1.3040625
Singapore,Sri Mariamman Temple,3767,4.5,Hindu temple,103.845188,1.2826875
Singapore,Images of Singapore LIVE,87,3.9,Tourist attraction,103.817563,1.2540625
Singapore,Marina Barrage,5218,4.6,Weir,103.871063,1.2806875
Singapore,Changi Beach Park,6009,4.5,Park,103.992063,1.3909375
Singapore,West Coast Park,5427,4.4,Park,103.766687,1.2913125
Singapore,Wild Wild Wet,3375,4.3,Water park,103.954313,1.3775625
Singapore,Singapore Skyline View,154,4.8,Tourist attraction,103.858438,1.2843125
Singapore,Singapore Musical Box Museum,128,4.7,Museum,103.847438,1.2806875
Singapore,Jewel Bridge,583,4.6,Bridge,103.895813,1.4095625
Paris,Mahatma the Indian,,,Tourist attraction,2.3798125,48.8359375
Singapore,Sampan Ride Singapore,114,4.2,Tourist attraction,103.858938,1.2834375
Singapore,Fort Gate,140,4.4,Monument,103.845813,1.2950625
Singapore,Jubilee Bridge,222,4.7,Bridge,103.854438,1.2879375
Singapore,Singapore Maritime Gallery,235,4.4,Maritime museum,103.863188,1.2710625
Singapore,Esplanade Park,458,4.5,Park,103.853813,1.2899375
Singapore,CHIJMES,8691,4.5,Heritage building,103.852188,1.2951875
Singapore,Royal Albatross - Luxury Tall Ship,801,4.7,Tourist attraction,103.819937,1.2589375
Singapore,Changi Experience Studio,54,4.6,Theme park,103.989188,1.3598125
Singapore,Chinatown Singapore,7148,4.4,Market,103.844438,1.2834375
Singapore,Kranji War Memorial,544,4.6,War memorial,103.757938,1.4190625
Singapore,Singapore River Walk,73,4.8,Tourist attraction,103.852688,1.2864375
Singapore,Padang Singapore,1631,4.5,Sports activity location,103.853063,1.2905625
Singapore,Skyline Luge Singapore,7353,4.6,Tourist attraction,103.816938,1.2519375
Singapore,Raffles Lighthouse,61,4.7,Tourist attraction,103.740813,1.1599375
Singapore,BOUNCE Singapore Pte Ltd,1388,4.3,Recreation center,103.836438,1.3014375
Singapore,Canopy Bridge,7,3.1,Tourist attraction,103.989813,1.3601875
Singapore,TreeTop Walk,2797,4.6,Bridge,103.812563,1.3606875
Singapore,Magical Shores Sentosa,43,3.4,Tourist attraction,103.813562,1.2538125
Singapore,SuperPark Singapore,1184,4.3,Theme park,103.858688,1.2956875
Singapore,Red Dot Design Museum,3499,4.2,Museum,103.856188,1.2801875
Singapore,Resorts World Sentosa,77820,4.6,Resort hotel,103.821813,1.2551875
Singapore,The Live Turtle & Tortoise Museum,651,4.1,Museum,103.829187,1.4139375
Singapore,Merlion view of the Half Mermaid Half Fish,23,4.4,Tourist attraction,103.854438,1.2868125
Singapore,Botanic Gardens Nassim Gate,2232,4.7,Botanical garden,103.817688,1.3155625
Singapore,Time Capsule by Singapore Flyer,9,3.7,Tourist attraction,103.863063,1.2893125
Singapore,Siang Cho Keong Temple,24,4.6,Taoist temple,103.846563,1.2798125
Singapore,The Intan,70,4,Museum,103.900938,1.3146875
Singapore,Mirror Fountain Railways,,,Tourist attraction,103.850563,1.2968125
Singapore,Old Railway Line bridge,201,4.3,Historical landmark,103.767313,1.3228125
Singapore,buds by Shangri-La,231,4.5,Playground,103.826438,1.3113125
Singapore,Forest Adventure,600,4.5,Recreation center,103.930562,1.3428125
Singapore,Skypark Sentosa by AJ Hackett,714,4.6,Adventure sports center,103.813313,1.2551875
Singapore,Xcape Singapore - Real Escape Rooms,993,4.6,Amusement center,103.855438,1.3009375
Singapore,Police Heritage Centre,182,4.4,Cultural center,103.845313,1.3241875
Singapore,Sustainable Singapore Gallery,100,4.7,Science museum,103.871188,1.2803125
Singapore,Singapore Botanic Gardens Learning Forest,138,4.7,Park,103.814937,1.3084375
Singapore,Coney Island,772,4.4,Park,103.921687,1.4093125
Singapore,Sentosa,3847,4.6,Island,,
Singapore,Jacob Ballas Children's Garden,1424,4.5,Garden,103.817938,1.3208125
Singapore,Virtual Room Singapore - Virtual Reality Escape Room,213,4.7,Amusement center,103.843188,1.2835625
Singapore,Buddha Tooth Relic Temple,7911,4.6,Buddhist temple,103.844188,1.2815625
Singapore,Pang Sua Pond,718,4.5,Park,103.765562,1.3819375
Singapore,Changi Chapel & Museum,403,4.3,History museum,103.974063,1.3621875
Singapore,Singapore Art Museum at Tanjong Pagar Distripark,85,3.9,Art museum,103.836813,1.2719375
Singapore,Singapore Chinese Cultural Centre Office,1345,4.4,Cultural center,103.849563,1.2759375
Singapore,Singapore Mobility Gallery,151,4.3,Department of motor vehicles,103.849188,1.3079375
Singapore,Enchanted Garden T2 Changi Airport,29,4.4,Garden,103.989938,1.3559375
Singapore,Pasir Ris Town Park,5956,4.3,Park,103.951687,1.3725625
Singapore,KATONG ANTIQUE HOUSE - A private museum sharing with visitors unique insights into the Peranakan way of life and its culture,26,4.3,Heritage preservation,103.907063,1.3073125
Singapore,Singapore Pub Crawl,59,4.2,Tourist attraction,103.848938,1.2869375
Singapore,Festival Arch,6,4.5,Tourist attraction,103.843688,1.2993125
Singapore,Bukit Batok Nature Park,2775,4.4,Nature preserve,103.764187,1.3485625
Singapore,Trapped Escape Room Singapore,2623,4.9,Escape room center,103.847813,1.2994375
Singapore,Mount Faber Park,17,4.5,Park,103.819188,1.2718125
Singapore,Flight Experience Singapore - VR Flight Simulators,19,4.9,Tourist attraction,103.850188,1.2911875
Singapore,Singapur jardn botnico,,,Tourist attraction,103.829813,1.3051875
Singapore,Dialogue in the Dark Singapore,110,4.7,Exhibit,103.776937,1.3340625
Singapore,Singapur,,,Tourist attraction,103.870313,1.3613125
Singapore,SWP Singapore Wake Park,476,4.6,Water park,103.931687,1.3055625
Singapore,Our Heart for Singapore Time Capsule & Learning Gallery,,,Tourist attraction,103.848313,1.2965625
Singapore,Central Sikh Gurdwara,1334,4.8,Gurudwara,103.860188,1.3189375
Singapore,Singapore Botanic Gardens Gallop Extension,151,4.6,Park,103.812313,1.3119375
Singapore,Chinese Garden,2877,4.4,Park,103.730312,1.3385625
Singapore,Singapore Botanic Gardens Bandstand,76,4.7,Botanical garden,103.816438,1.3103125
Singapore,Let's Go Tour Singapore,202,4.9,Sightseeing tour agency,103.861063,1.3045625
Singapore,Katapult Trampoline Park,552,4.3,Sports complex,103.829063,1.4123125
Singapore,Singapore Botanic Gardens Eco Lake,228,4.6,Park,103.816563,1.3213125
Singapore,Singapore Attractions,8,4.8,Hotel,103.840063,1.3021875
Paris,Eiffel Tower,307966,4.6,Historical landmark,2.2944375,48.8583125
Dubai,Dubai Eye View at Sunset,24,4.7,Tourist attraction,55.1364375,25.0841875
Paris,Arc de Triomphe,183093,4.7,Monument,2.2950625,48.8738125
Paris,Louvre Museum,249713,4.7,Art museum,2.3376875,48.8605625
Paris,Panthon,41188,4.6,Monument,2.3464375,48.8461875
Paris,Conciergerie,6574,4.3,Museum,2.3454375,48.8560625
Paris,Place des Vosges,22696,4.6,Park,2.3655625,48.8555625
Paris,Tuileries Garden,89342,4.6,Garden,2.3274375,48.8634375
Paris,Louvre Pyramid,59884,4.7,Cultural landmark,2.3358125,48.8610625
Paris,Jardin d'Acclimatation,14527,4.3,Amusement park,2.2698125,48.8778125
Paris,Sainte-Chapelle,31081,4.7,Chapel,2.3449375,48.8553125
Paris,Luxembourg Gardens,91822,4.7,Garden,2.3371875,48.8461875
Paris,Pre Lachaise Cemetery,2925,4.6,Cemetery,2.3934375,48.8614375
