name_en,date_inscribed,longitude,latitude,area_hectares,category,states_name_en,region_en
Antequera Dolmens Site,2016,-4.544444444,37.025,2446.3,Cultural,Spain,Europe and North America
Talayotic Menorca,2023,3.908888889,39.9975,3527,Cultural,Spain,Europe and North America
Caliphate City of Medina Azahara,2018,-4.867694444,37.88588889,111,Cultural,Spain,Europe and North America
Risco Caido and the Sacred Mountains of Gran Canaria Cultural Landscape,2019,-15.66119444,28.04438889,9425,Cultural,Spain,Europe and North America
"Paseo del Prado and Buen Retiro, a landscape of Arts and Sciences",2021,-3.687055556,40.41533333,237,Cultural,Spain,Europe and North America
Sacred City of Anuradhapura,1982,80.38333333,8.333333333,0,Cultural,Sri Lanka,Asia and the Pacific
Ancient City of Polonnaruwa,1982,81.00055556,7.915833333,0,Cultural,Sri Lanka,Asia and the Pacific
Ancient City of Sigiriya,1982,80.75,7.95,0,Cultural,Sri Lanka,Asia and the Pacific
Sinharaja Forest Reserve,1988,80.5,6.416666667,8864,Natural,Sri Lanka,Asia and the Pacific
Sacred City of Kandy,1988,80.64027778,7.293611111,0,Cultural,Sri Lanka,Asia and the Pacific
Old Town of Galle and its Fortifications,1988,80.216346,6.028051,0,Cultural,Sri Lanka,Asia and the Pacific
Rangiri Dambulla Cave Temple,1991,80.64916667,7.856666667,0,Cultural,Sri Lanka,Asia and the Pacific
Central Highlands of Sri Lanka,2010,80.8021,7.45245,56844,Natural,Sri Lanka,Asia and the Pacific
"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem",2012,35.2075,31.70435278,2.98,Cultural,State of Palestine,Arab States
"Palestine: Land of Olives and Vines – Cultural Landscape of Southern Jerusalem, Battir",2014,35.15888889,31.71638889,348.83,Cultural,State of Palestine,Arab States
Hebron/Al-Khalil Old Town,2017,35.10833333,31.52444444,20.6,Cultural,State of Palestine,Arab States
Ancient Jericho/Tell es-Sultan,2023,35.44405556,31.87130556,5.93,Cultural,State of Palestine,Arab States
Saint Hilarion Monastery/ Tell Umm Amer,2024,34.36636111,31.44730556,1.3293,Cultural,State of Palestine,Arab States
Sanganeb Marine National Park and Dungonab Bay – Mukkawar Island Marine National Park,2016,37.44305556,19.73611111,260700,Natural,Sudan,Arab States
Gebel Barkal and the Sites of the Napatan Region,2003,31.82802778,18.537,182.5,Cultural,Sudan,Arab States
Archaeological Sites of the Island of Meroe,2011,33.71666667,16.93333333,2357.36,Cultural,Sudan,Arab States
Historic Inner City of Paramaribo,2002,-55.15,5.82611,30,Cultural,Suriname,Latin America and the Caribbean
Central Suriname Nature Reserve,2000,-56.5,4,1600000,Natural,Suriname,Latin America and the Caribbean
Jodensavanne Archaeological Site: Jodensavanne Settlement and Cassipora Creek Cemetery,2023,-54.98266667,5.431111111,24.8,Cultural,Suriname,Latin America and the Caribbean
Birka and Hovgården,1993,17.54264,59.33514,437.121,Cultural,Sweden,Europe and North America
Engelsberg Ironworks,1993,16.01,59.97,9.596,Cultural,Sweden,Europe and North America
Rock Carvings in Tanum,1994,11.34111,58.70111,4137.609,Cultural,Sweden,Europe and North America
Skogskyrkogården,1994,18.09944,59.27556,108.08,Cultural,Sweden,Europe and North America
Royal Domain of Drottningholm,1991,17.88333,59.32306,162.429,Cultural,Sweden,Europe and North America
Hanseatic Town of Visby,1995,18.29583,57.64167,0,Cultural,Sweden,Europe and North America
"Church Town of Gammelstad, Luleå",1996,22.02861,65.64611,16.402,Cultural,Sweden,Europe and North America
Laponian Area,1996,17.58333,67.33333,940900,Mixed,Sweden,Europe and North America
Naval Port of Karlskrona,1998,15.58333,56.16667,320.417,Cultural,Sweden,Europe and North America
Agricultural Landscape of Southern Öland,2000,16.48333,56.325,56323,Cultural,Sweden,Europe and North America
Mining Area of the Great Copper Mountain in Falun,2001,15.63083,60.60472,42.82,Cultural,Sweden,Europe and North America
"Grimeton Radio Station, Varberg",2004,12.38333333,57.1,109.09,Cultural,Sweden,Europe and North America
Decorated Farmhouses of Hälsingland,2012,16.19583333,61.70722222,14.84,Cultural,Sweden,Europe and North America
Old City of Berne,1983,7.45028,46.94806,84.684,Cultural,Switzerland,Europe and North America
Abbey of St Gall,1983,9.37778,47.42333,0,Cultural,Switzerland,Europe and North America
Benedictine Convent of St John at Müstair,1983,10.44765,46.62945,2.036,Cultural,Switzerland,Europe and North America
"Three Castles, Defensive Wall and Ramparts of the Market-Town of Bellinzona",2000,9.02242,46.19314,14.698,Cultural,Switzerland,Europe and North America
Swiss Alps Jungfrau-Aletsch,2001,8.033333333,46.5,82400,Natural,Switzerland,Europe and North America
Swiss Tectonic Arena Sardona,2008,9.25,46.91666667,32850,Natural,Switzerland,Europe and North America
"Lavaux, Vineyard Terraces",2007,6.746111111,46.49194444,898,Cultural,Switzerland,Europe and North America
"La Chaux-de-Fonds / Le Locle, Watchmaking Town Planning",2009,6.832777778,47.10388889,283.9,Cultural,Switzerland,Europe and North America
Ancient City of Damascus,1979,36.30972222,33.51083333,86.12,Cultural,Syrian Arab Republic,Arab States
Ancient City of Aleppo,1986,37.16277778,36.19916667,364,Cultural,Syrian Arab Republic,Arab States
Ancient City of Bosra,1980,36.48416667,32.51916667,116.2,Cultural,Syrian Arab Republic,Arab States
Site of Palmyra,1980,38.26666667,34.55416667,1640,Cultural,Syrian Arab Republic,Arab States
Crac des Chevaliers and Qal’at Salah El-Din,2006,36.29444444,34.75666667,8.87,Cultural,Syrian Arab Republic,Arab States
Ancient Villages of Northern Syria,2011,36.84416667,36.33416667,12290,Cultural,Syrian Arab Republic,Arab States
Proto-urban Site of Sarazm,2010,67.45872222,39.50788889,15.93,Cultural,Tajikistan,Asia and the Pacific
Tajik National Park (Mountains of the Pamirs),2013,72.30527778,38.765,2611674,Natural,Tajikistan,Asia and the Pacific
Cultural Heritage Sites of Ancient Khuttal,2025,69.29871278,37.74439361,152.409,Cultural,Tajikistan,Asia and the Pacific
Tugay forests of the Tigrovaya Balka Nature Reserve,2023,68.34138889,37.20472222,49786,Natural,Tajikistan,Asia and the Pacific
Historic Town of Sukhothai and Associated Historic Towns,1991,99.78972,17.00722,11852,Cultural,Thailand,Asia and the Pacific
Ban Chiang Archaeological Site,1992,103.237589,17.407772,30,Cultural,Thailand,Asia and the Pacific
Historic City of Ayutthaya,1991,100.56056,14.34778,289,Cultural,Thailand,Asia and the Pacific
Dong Phayayen-Khao Yai Forest Complex,2005,102.05,14.33,615500,Natural,Thailand,Asia and the Pacific
Thungyai-Huai Kha Khaeng Wildlife Sanctuaries,1991,98.91667,15.33333,622200,Natural,Thailand,Asia and the Pacific
Kaeng Krachan Forest Complex,2021,99.40016667,12.86566667,408940,Natural,Thailand,Asia and the Pacific
"Phu Phrabat, a testimony to the Sīma stone tradition of the Dvaravati period",2024,102.3562667,17.73105833,585.955,Cultural,Thailand,Asia and the Pacific
The Ancient Town of Si Thep and its Associated Dvaravati Monuments,2023,101.1511139,15.46581667,866.471,Cultural,Thailand,Asia and the Pacific
Ichkeul National Park,1980,9.67472,37.16361,12600,Natural,Tunisia,Arab States
Medina of Tunis,1979,10.16667,36.81667,296.41,Cultural,Tunisia,Arab States
Archaeological Site of Carthage,1979,10.32333,36.85278,498.08,Cultural,Tunisia,Arab States
Amphitheatre of El Jem,1979,10.70694,35.29639,1.37,Cultural,Tunisia,Arab States
Punic Town of Kerkuane and its Necropolis,1985,11.09917,36.94639,0.1119,Cultural,Tunisia,Arab States
Medina of Sousse,1988,10.63861,35.82778,31.68,Cultural,Tunisia,Arab States
Kairouan,1988,10.10389,35.68167,68.02,Cultural,Tunisia,Arab States
Dougga / Thugga,1997,9.22028,36.42361,75,Cultural,Tunisia,Arab States
Djerba: Testimony to a settlement pattern in an island territory,2023,11.00395833,33.79241944,5460.477,Cultural,Tunisia,Arab States
Historic Areas of Istanbul,1985,28.97993,41.00847,765.5,Cultural,Türkiye,Europe and North America
Göreme National Park and the Rock Sites of Cappadocia,1985,34.85,38.66667,9883.81,Mixed,Türkiye,Europe and North America
Great Mosque and Hospital of Divriği,1985,38.121826,39.371271,2016,Cultural,Türkiye,Europe and North America
Hattusha: the Hittite Capital,1986,34.62056,40.01389,268.46,Cultural,Türkiye,Europe and North America
Nemrut Dağ,1987,38.76369,38.03661,11,Cultural,Türkiye,Europe and North America
Xanthos-Letoon,1988,29.32028,36.335,126.4,Cultural,Türkiye,Europe and North America
Hierapolis-Pamukkale,1988,29.12333,37.92389,1077,Mixed,Türkiye,Europe and North America
City of Safranbolu,1994,32.68972,41.26,193,Cultural,Türkiye,Europe and North America
Archaeological Site of Troy,1998,26.239,39.95644,158,Cultural,Türkiye,Europe and North America
Ephesus,2015,27.35944444,37.92916667,662.62,Cultural,Türkiye,Europe and North America
Selimiye Mosque and its Social Complex,2011,26.55944444,41.67777778,2.5,Cultural,Türkiye,Europe and North America
Neolithic Site of Çatalhöyük,2012,32.82805556,37.66666667,37,Cultural,Türkiye,Europe and North America
Bursa and Cumalıkızık: the Birth of the Ottoman Empire,2014,29.06233611,40.18473056,27.467,Cultural,Türkiye,Europe and North America
Pergamon and its Multi-Layered Cultural Landscape,2014,27.18,39.12583333,332.5,Cultural,Türkiye,Europe and North America
Diyarbakır Fortress and Hevsel Gardens Cultural Landscape,2015,40.23930833,37.9031,521.23,Cultural,Türkiye,Europe and North America
Archaeological Site of Ani,2016,43.56666667,40.5,250.7,Cultural,Türkiye,Europe and North America
Aphrodisias,2017,28.72361111,37.70833333,152.25,Cultural,Türkiye,Europe and North America
Göbekli Tepe,2018,38.92236389,37.22324194,126,Cultural,Türkiye,Europe and North America
Arslantepe Mound,2021,38.36109167,38.3822,4.85,Cultural,Türkiye,Europe and North America
Gordion,2023,31.98611111,39.64333333,1064,Cultural,Türkiye,Europe and North America
Wooden Hypostyle Mosques of Medieval Anatolia,2023,30.529575,38.75503611,0.61,Cultural,Türkiye,Europe and North America
Sardis and the Lydian Tumuli of Bin Tepe,2025,28.04527778,38.48194444,9244,Cultural,Türkiye,Europe and North America
State Historical and Cultural Park “Ancient Merv”,1999,62.1775,37.70083,353.24,Cultural,Turkmenistan,Asia and the Pacific
Kunya-Urgench,2005,59.08494,42.18318,353.24,Cultural,Turkmenistan,Asia and the Pacific
Parthian Fortresses of Nisa,2007,58.19861111,37.99972222,77.905,Cultural,Turkmenistan,Asia and the Pacific
Bwindi Impenetrable National Park,1994,29.692,-1.047,32092,Natural,Uganda,Africa
Rwenzori Mountains National Park,1994,29.92416667,0.223611111,99600,Natural,Uganda,Africa
Tombs of Buganda Kings at Kasubi,2001,32.55138889,0.348611111,26.8,Cultural,Uganda,Africa
"Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings, Kyiv-Pechersk Lavra",1990,30.51686,50.45258,28.52,Cultural,Ukraine,Europe and North America
L'viv – the Ensemble of the Historic Centre,1998,24.03198,49.84163,120,Cultural,Ukraine,Europe and North America
Residence of Bukovinian and Dalmatian Metropolitans,2011,25.92472222,48.29666667,8,Cultural,Ukraine,Europe and North America
Ancient City of Tauric Chersonese and its Chora,2013,33.49138889,44.61083333,259.3752,Cultural,Ukraine,Europe and North America
The Historic Centre of Odesa,2023,30.74161389,46.48645,618.54,Cultural,Ukraine,Europe and North America
"Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas)",2011,55.80638889,24.06777778,4945.45,Cultural,United Arab Emirates,Arab States
Faya Palaeolandscape,2025,55.80658333,25.08280556,29.085,Cultural,United Arab Emirates,Arab States
Giant's Causeway and Causeway Coast,1986,-6.511666667,55.24083333,239.405,Natural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Durham Castle and Cathedral,1986,-1.576111111,54.77472222,8.79,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Ironbridge Gorge,1986,-2.472777778,52.62638889,547.9,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Studley Royal Park including the Ruins of Fountains Abbey,1986,-1.573055556,54.11611111,310,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
"Stonehenge, Avebury and Associated Sites",1986,-1.825277778,51.17888889,4985.4,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Castles and Town Walls of King Edward in Gwynedd,1986,-4.276944444,53.13972222,6,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
St Kilda,1986,-8.576666667,57.81722222,24201.4004,Mixed,United Kingdom of Great Britain and Northern Ireland,Europe and North America
The English Lake District,2017,-3.082416667,54.47661111,229205.19,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Blenheim Palace,1987,-1.361388889,51.84194444,0,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Palace of Westminster and Westminster Abbey including Saint Margaret’s Church,1987,-0.127,51.499,10.26,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
City of Bath,1987,-2.359055556,51.38130556,2900,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
New Lanark,2001,-3.783055556,55.66333333,146,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Henderson Island,1988,-128.3333333,-24.36666667,3700,Natural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Tower of London,1988,-0.076111111,51.50805556,0,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
"Canterbury Cathedral, St Augustine's Abbey, and St Martin's Church",1988,1.083333333,51.28,18.17,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Heart of Neolithic Orkney,1999,-3.188666667,58.99605556,15,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Old and New Towns of Edinburgh,1995,-3.216666667,55.95,0,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Gough and Inaccessible Islands,1995,-9.928611111,-40.32472222,7900,Natural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Maritime Greenwich,1997,-0.003777778,51.48116667,109.5,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
"Historic Town of St George and Related Fortifications, Bermuda",2000,-64.67777778,32.37944444,257.5,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Blaenavon Industrial Landscape,2000,-3.088055556,51.77638889,3290,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Saltaire,2001,-1.788333333,53.83916667,20,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Dorset and East Devon Coast,2001,-2.989888889,50.70555556,2550,Natural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Derwent Valley Mills,2001,-1.488055556,53.02888889,1228.7,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
"Royal Botanic Gardens, Kew",2003,-0.294027778,51.48194444,132,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Cornwall and West Devon Mining Landscape,2006,-5.383611111,50.13611111,19719,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Pontcysyllte Aqueduct and Canal,2009,-3.087777778,52.97027778,105,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
The Forth Bridge,2015,-3.388888889,56.00111111,7.5,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Gorham's Cave Complex,2016,-5.342061111,36.12266944,28,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Jodrell Bank Observatory,2019,-2.303861111,53.23391667,17.38,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
The Slate Landscape of Northwest Wales,2021,-4.115,53.12083333,3259.01,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
The Flow Country,2024,-4.046111111,58.39916667,187026,Natural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Ngorongoro Conservation Area,1979,35.54083,-3.18722,809440,Mixed,United Republic of Tanzania,Africa
Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,1981,39.52278,-8.95778,0,Cultural,United Republic of Tanzania,Africa
Serengeti National Park,1981,34.56667,-2.33333,1476300,Natural,United Republic of Tanzania,Africa
Stone Town of Zanzibar,2000,39.18917,-6.16306,96,Cultural,United Republic of Tanzania,Africa
Selous Game Reserve,1982,37.4,-9,5120000,Natural,United Republic of Tanzania,Africa
Kilimanjaro National Park,1987,37.36667,-3.06667,75575,Natural,United Republic of Tanzania,Africa
Kondoa Rock-Art Sites,2006,35.83388889,-4.724444444,233600,Cultural,United Republic of Tanzania,Africa
Mesa Verde National Park,1978,-108.4855556,37.26166667,21043,Cultural,United States of America,Europe and North America
Yellowstone National Park,1978,-110.82778,44.46056,898349,Natural,United States of America,Europe and North America
Grand Canyon National Park,1979,-112.0905556,36.10083333,493270,Natural,United States of America,Europe and North America
Everglades National Park,1979,-80.99638889,25.55444444,567017,Natural,United States of America,Europe and North America
Independence Hall,1979,-75.15,39.94861111,2,Cultural,United States of America,Europe and North America
Redwood National and State Parks,1980,-123.9980556,41.37388889,41571,Natural,United States of America,Europe and North America
Mammoth Cave National Park,1981,-86.10305556,37.18722222,21191,Natural,United States of America,Europe and North America
Olympic National Park,1981,-123.4488889,47.74833333,369659.8,Natural,United States of America,Europe and North America
Cahokia Mounds State Historic Site,1982,-90.06138889,38.65861111,541,Cultural,United States of America,Europe and North America
Great Smoky Mountains National Park,1983,-83.43555556,35.59305556,209000,Natural,United States of America,Europe and North America
La Fortaleza and San Juan National Historic Site in Puerto Rico,1983,-66.125,18.46666667,33.39,Cultural,United States of America,Europe and North America
Statue of Liberty,1984,-74.04472222,40.68944444,5.95,Cultural,United States of America,Europe and North America
Yosemite National Park,1984,-119.5966667,37.74611111,307934,Natural,United States of America,Europe and North America
Chaco Culture,1987,-107.9708333,36.06377778,14261,Cultural,United States of America,Europe and North America
Hawaii Volcanoes National Park,1987,-155.1236111,19.40083333,87940,Natural,United States of America,Europe and North America
Monticello and the University of Virginia in Charlottesville,1987,-78.50388889,38.03277778,795.96,Cultural,United States of America,Europe and North America
Taos Pueblo,1992,-105.546,36.438,19.01,Cultural,United States of America,Europe and North America
Carlsbad Caverns National Park,1995,-104.3833333,32.16666667,18926,Natural,United States of America,Europe and North America
Papahānaumokuākea,2010,-170.14582,25.34907,36207499,Mixed,United States of America,Europe and North America
Monumental Earthworks of Poverty Point,2014,-91.40638889,32.63694444,163,Cultural,United States of America,Europe and North America
San Antonio Missions,2015,-98.46,29.32805556,300.8,Cultural,United States of America,Europe and North America
The 20th-Century Architecture of Frank Lloyd Wright,2019,-79.46647556,39.90557083,25.723,Cultural,United States of America,Europe and North America
Hopewell Ceremonial Earthworks,2023,-82.44606111,40.05365833,320.7,Cultural,United States of America,Europe and North America
Historic Quarter of the City of Colonia del Sacramento,1995,-57.849898,-34.47119,19,Cultural,Uruguay,Latin America and the Caribbean
Fray Bentos Industrial Landscape,2015,-58.33166667,-33.11777778,273.8,Cultural,Uruguay,Latin America and the Caribbean
The work of engineer Eladio Dieste: Church of Atlántida,2021,-55.76640833,-34.74391944,0.56,Cultural,Uruguay,Latin America and the Caribbean
Itchan Kala,1990,60.360253,41.378088,37.5,Cultural,Uzbekistan,Asia and the Pacific
Historic Centre of Bukhara,1993,64.42861,39.77472,216,Cultural,Uzbekistan,Asia and the Pacific
Samarkand – Crossroad of Cultures,2001,67,39.66861,1123,Cultural,Uzbekistan,Asia and the Pacific
Historic Centre of Shakhrisyabz,2000,66.83333,39.05,240,Cultural,Uzbekistan,Asia and the Pacific
Chief Roi Mata’s Domain,2008,168.1777194,-17.62806944,886.31,Cultural,Vanuatu,Asia and the Pacific
Coro and its Port,1993,-69.679228,11.409794,18.4,Cultural,Venezuela (Bolivarian Republic of),Latin America and the Caribbean
Canaima National Park,1994,-62.037883,5.337994,3000000,Natural,Venezuela (Bolivarian Republic of),Latin America and the Caribbean
Ciudad Universitaria de Caracas,2000,-66.89068,10.49073,164.203,Cultural,Venezuela (Bolivarian Republic of),Latin America and the Caribbean
Ha Long Bay - Cat Ba Archipelago,1994,107.1611111,20.83277778,65650,Natural,Viet Nam,Asia and the Pacific
Complex of Hué Monuments,1993,107.57778,16.46944,315.47,Cultural,Viet Nam,Asia and the Pacific
Hoi An Ancient Town,1999,108.3333333,15.88333333,30,Cultural,Viet Nam,Asia and the Pacific
My Son Sanctuary,1999,108.109169,15.773843,142,Cultural,Viet Nam,Asia and the Pacific
Central Sector of the Imperial Citadel of Thang Long - Hanoi,2010,105.838623,21.03752,18.395,Cultural,Viet Nam,Asia and the Pacific
Citadel of the Ho Dynasty,2011,105.6047222,20.07805556,155.5,Cultural,Viet Nam,Asia and the Pacific
Trang An Landscape Complex,2014,105.8963889,20.25666667,6226,Mixed,Viet Nam,Asia and the Pacific
"Yen Tu-Vinh Nghiem-Con Son, Kiep Bac Complex of Monuments and Landscapes",2025,106.5353972,21.11925556,525.748,Cultural,Viet Nam,Asia and the Pacific
Old Walled City of Shibam,1982,48.62667,15.92694,0,Cultural,Yemen,Arab States
Old City of Sana'a,1986,44.20805556,15.35555556,,Cultural,Yemen,Arab States
Historic Town of Zabid,1993,43.31552778,14.19533333,,Cultural,Yemen,Arab States
Socotra Archipelago,2008,53.83333333,12.5,410460,Natural,Yemen,Arab States
"Landmarks of the Ancient Kingdom of Saba, Marib",2023,45.33522778,15.42687778,375.29,Cultural,Yemen,Arab States
"Mana Pools National Park, Sapi and Chewore Safari Areas",1984,29.40805556,-15.81944444,676600,Natural,Zimbabwe,Africa
Matobo Hills,2003,28.5,-20.5,205000,Cultural,Zimbabwe,Africa
Great Zimbabwe National Monument,1986,30.93326897,-20.27116995,722,Cultural,Zimbabwe,Africa
Khami Ruins National Monument,1986,28.37666667,-20.15833333,0,Cultural,Zimbabwe,Africa
Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe,2007,22.18333333,48.9,99947.81,Natural,"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine",Europe and North America
Natural and Cultural Heritage of the Ohrid region,1979,20.70416667,40.99183333,94728.6,Mixed,"Albania,North Macedonia",Europe and North America
"The Architectural Work of Le Corbusier, an Outstanding Contribution to the Modern Movement",2016,6.829336111,46.46841389,98.4838,Cultural,"Argentina,Belgium,France,Germany,India,Japan,Switzerland","Asia and the Pacific,Europe and North America,Latin America and the Caribbean"
"Qhapaq Ñan, Andean Road System",2014,-69.59166667,-18.25,3642.8067,Cultural,"Argentina,Bolivia (Plurinational State of),Chile,Colombia,Ecuador,Peru",Latin America and the Caribbean
"Jesuit Missions of the Guaranis: San Ignacio Mini, Santa Ana, Nuestra Señora de Loreto and Santa Maria Mayor (Argentina), Ruins of Sao Miguel das Missoes (Brazil)",1983,-54.26583333,-28.54333333,265.09,Cultural,"Argentina,Brazil",Latin America and the Caribbean
The Great Spa Towns of Europe,2021,5.866944444,50.49222222,7018,Cultural,"Austria,Belgium,Czechia,France,Germany,Italy,United Kingdom of Great Britain and Northern Ireland",Europe and North America
Prehistoric Pile Dwellings around the Alps,2011,8.2075,47.27833333,274.2,Cultural,"Austria,France,Germany,Italy,Slovenia,Switzerland",Europe and North America
Frontiers of the Roman Empire – The Danube Limes (Western Segment),2021,16.86138889,48.11519444,821.7474,Cultural,"Austria,Germany,Slovakia",Europe and North America
Fertö / Neusiedlersee Cultural Landscape,2001,16.72272222,47.71927778,68369,Cultural,"Austria,Hungary",Europe and North America
Hyrcanian Forests,2019,55.72427778,37.42147222,145004.74,Natural,"Azerbaijan,Iran (Islamic Republic of)","Asia and the Pacific,Europe and North America"
Struve Geodetic Arc,2005,26.33777778,59.05777778,0,Cultural,"Belarus,Estonia,Finland,Latvia,Lithuania,Norway,Republic of Moldova,Russian Federation,Sweden,Ukraine",Europe and North America
Białowieża Forest,1979,23.98111111,52.7275,141885,Natural,"Belarus,Poland",Europe and North America
Belfries of Belgium and France,1999,3.23139,50.17444,0,Cultural,"Belgium,France",Europe and North America
Funerary and memory sites of the First World War (Western Front),2023,,,879.91,Cultural,"Belgium,France",Europe and North America
Colonies of Benevolence,2021,6.391588889,53.04222222,2012,Cultural,"Belgium,Netherlands (Kingdom of the)",Europe and North America
W-Arly-Pendjari Complex,1996,2.487777778,11.88416667,1714831,Natural,"Benin,Burkina Faso,Niger",Africa
"Koutammakou, the Land of the Batammariba",2004,1.100222222,10.14808333,271826,Cultural,"Benin,Togo",Africa
Stećci Medieval Tombstone Graveyards,2016,17.92405278,43.09221389,49.15,Cultural,"Bosnia and Herzegovina,Croatia,Montenegro,Serbia",Europe and North America
Sangha Trinational,2012,16.55416667,2.609444444,746309,Natural,"Cameroon,Central African Republic,Congo",Africa
Kluane / Wrangell-St. Elias / Glacier Bay / Tatshenshini-Alsek,1979,-140.9919722,61.19758333,9839121,Natural,"Canada,United States of America",Europe and North America
Waterton Glacier International Peace Park,1995,-113.9041667,48.99605556,457614,Natural,"Canada,United States of America",Europe and North America
Silk Roads: the Routes Network of Chang'an-Tianshan Corridor,2014,108.8572222,34.30444444,42668.16,Cultural,"China,Kazakhstan,Kyrgyzstan",Asia and the Pacific
Talamanca Range-La Amistad Reserves / La Amistad National Park,1983,-82.93880556,9.407083333,570045,Natural,"Costa Rica,Panama",Latin America and the Caribbean
Mount Nimba Strict Nature Reserve,1981,-8.39097,7.60318,17540,Natural,"Côte d'Ivoire,Guinea",Africa
Venetian Works of Defence between the 16th and 17th Centuries: <em>Stato da Terra</em> – Western <em>Stato da Mar</em>,2017,9.663611111,45.70333333,378.37,Cultural,"Croatia,Italy,Montenegro",Europe and North America
Erzgebirge/Krušnohoří Mining Region,2019,12.83734444,50.40652778,6833.776,Cultural,"Czechia,Germany",Europe and North America
Wadden Sea,2009,8.556111111,53.52861111,1143403,Natural,"Denmark,Germany,Netherlands (Kingdom of the)",Europe and North America
Moravian Church Settlements,2015,9.481388889,55.35555556,,Cultural,"Denmark,Germany,United Kingdom of Great Britain and Northern Ireland,United States of America",Europe and North America
High Coast / Kvarken Archipelago,2000,21.3,63.3,336900,Natural,"Finland,Sweden",Europe and North America
Pyrénées - Mont Perdu,1997,-0.0005,42.68542,30639,Mixed,"France,Spain",Europe and North America
Stone Circles of Senegambia,2006,-15.5225,13.69111111,9.85,Cultural,"Gambia,Senegal",Africa
Frontiers of the Roman Empire – The Lower German Limes,2021,4.433,52.18033333,812.75,Cultural,"Germany,Netherlands (Kingdom of the)",Europe and North America
Muskauer Park / Park Mużakowski,2004,14.729389,51.547653,352.14,Cultural,"Germany,Poland",Europe and North America
Frontiers of the Roman Empire,1987,-2.601,54.99261111,526.9,Cultural,"Germany,United Kingdom of Great Britain and Northern Ireland",Europe and North America
"Historic Centre of Rome, the Properties of the Holy See in that City Enjoying Extraterritorial Rights and San Paolo Fuori le Mura",1980,12.49230556,41.89022222,1469.7,Cultural,"Holy See,Italy",Europe and North America
Caves of Aggtelek Karst and Slovak Karst,1995,20.48687,48.47573,56650.57,Natural,"Hungary,Slovakia",Europe and North America
Monte San Giorgio,2003,8.913888889,45.88888889,1089.34,Natural,"Italy,Switzerland",Europe and North America
Rhaetian Railway in the Albula / Bernina Landscapes,2008,9.846388889,46.49833333,152.42,Cultural,"Italy,Switzerland",Europe and North America
Western Tien-Shan,2016,68.67888889,43.71833333,528177.6,Natural,"Kazakhstan,Kyrgyzstan,Uzbekistan",Asia and the Pacific
Cold Winter Deserts of Turan,2023,79.03416667,44.02583333,3366441,Natural,"Kazakhstan,Turkmenistan,Uzbekistan",Asia and the Pacific
Phong Nha-Ke Bang National Park and Hin Nam No National Park,2003,105.9052778,17.42755556,217447,Natural,"Lao People's Democratic Republic,Viet Nam",Asia and the Pacific
Maloti-Drakensberg Park,2000,29.12305556,-29.76527778,249313,Mixed,"Lesotho,South Africa",Africa
Curonian Spit,2000,20.96239,55.27458,33021,Cultural,"Lithuania,Russian Federation",Europe and North America
